"Collins Avenue & 18th Street, Miami Beach, FL 33139, USA",25.7939429,-80.1295286
"Beta/Gamma Commons, University of South Alabama, 290 Stadium Boulevard, Mobile, AL 36688, USA",30.6943054,-88.1838985
"2451 North Rainbow Boulevard, Las Vegas, NV 89108, USA",36.2050628,-115.2428336
"2440 Walnut Grove Way, Suwanee, GA 30024, USA",34.020399,-84.021445
"66 Laurel Avenue, Waltham, MA 02453, USA",42.3610054,-71.2353265
"900 De Haro Street, San Francisco, CA 94107, USA",37.7581193,-122.4009948
"1501 Coal City Road, Coal City, WV 25823, USA",37.696226,-81.210618
"Menasha, WI, USA",44.2022084,-88.44649729999999
"East 53rd Avenue & Windflower Street, Anchorage, AK 99507, USA",61.17325040000001,-149.8508894
"10100 4th Avenue Northwest, Seattle, WA 98177, USA",47.7026115,-122.3616846
"Kimball Road, Red Bluff, CA 96080, USA",40.157302,-122.237908
"Haines Acres Shopping Center, 1094 Haines Road, York, PA 17402, USA",39.9597625,-76.6838178
"East 56th Street, Brooklyn, NY, USA",40.64906819999999,-73.92431169999999
"East 56th Street, Brooklyn, NY, USA",40.64906819999999,-73.92431169999999
"East 56th Street, Brooklyn, NY, USA",40.64906819999999,-73.92431169999999
"327 East Pascagoula Street, Jackson, MS 39201, USA",32.2970235,-90.18378829999999
"Moorland Avenue & West Robles Avenue, Santa Rosa, CA 95407, USA",38.3944467,-122.7185966
"Jackson Street, Barnwell, SC 29812, USA",33.2385035,-81.36433
"3200 South Marc Drive, Tucson, AZ 85730, USA",32.1846225,-110.8286113
"7400 Woodridge Way, San Diego, CA 92114, USA",32.6938646,-117.0335386
"East 51st Street, Austin, TX 78723, USA",30.3002908,-97.6897613
"Saint John Street, Portland, ME 04102, USA",43.6534813,-70.2795544
"1200 Viburnum Drive, Indianapolis, IN 46260, USA",39.9089843,-86.1800576
"600 East Arkansas Lane, Arlington, TX 76014, USA",32.705445,-97.103376
"Dogwood Lane, Towson, MD 21286, USA",39.393512,-76.5900582
"San Bernardino National Forest, Highway 189, Lake Arrowhead, CA 92352, USA",34.2506886,-117.1913769
"Meteor Drive, Union City, CA 94587, USA",37.5846322,-122.0687438
"Hayne Street, Pensacola, FL 32501, USA",30.4186591,-87.21257419999999
"13 Faucher's Lane, Alfred, ME 04002, USA",43.4944512,-70.6009289
"33230 Ryan Drive, Leesburg, FL 34788, USA",28.8334029,-81.8193592
